product,Cadereyta total libreImpuestos,Cadereyta Ctdad Ordenada,Coahuila total libreImpuestos,Coahuila Ctdad Ordenada,Durango total libreImpuestos,Durango Ctdad Ordenada,Expos F total libreImpuestos,Expos F Ctdad Ordenada,Laredo total libreImpuestos,Laredo Ctdad Ordenada,Monterrey total libreImpuestos,Monterrey Ctdad Ordenada,Online total libreImpuestos,Online Ctdad Ordenada,Queretaro total libreImpuestos,Queretaro Ctdad Ordenada,Reynosa total libreImpuestos,Reynosa Ctdad Ordenada,San Luis total libreImpuestos,San Luis Ctdad Ordenada,Total libreImpuestos,Ctdad Ordenada,fecha
Producto 35,,,,,,,,,,,29132.985,3.5,,,,,,,,,29132.985,3.5,27 may 2022
,,,,,,,,,,,9101.33,3.5,,,,,,,,,9101.33,3.5,27 may 2022
,,,,,,,,,,,10922.625,3.5,25550,7,,,,,,,36472.625,10.5,27 may 2022
,,,,,,,,,,,,,15614.235,3.5,,,,,,,15614.235,3.5,27 may 2022
Producto 21,,,,,,,,,35180.775,24.5,,,,,5772.935,3.5,5958.75,3.5,,,46912.46,31.5,27 may 2022
,,,8602.545,3.5,,,,,,,70587.65000000001,28,,,14338.205,7,,,,,93528.40000000001,38.5,27 may 2022
,,,,,,,,,,,15171.485,3.5,,,,,,,18631.48,3.5,33802.965,7,27 may 2022
Producto 22,,,,,,,,,,,71921.15000000001,10.5,,,25172.385,3.5,,,,,97093.535,14,27 may 2022
Producto 36,,,,,,,,,,,34441.4,3.5,,,,,,,,,34441.4,3.5,27 may 2022
Producto 204,,,,,,,,,,,56447.79,3.5,,,,,,,,,56447.79,3.5,27 may 2022
Producto 245,,,,,,,,,,,40969.355,3.5,,,,,,,,,40969.355,3.5,27 may 2022
Producto 197,,,,,,,,,,,33173.595,3.5,,,,,,,,,33173.595,3.5,27 may 2022
Producto 75,,,,,,,,,,,,,,,46844.105,3.5,,,,,46844.105,3.5,27 may 2022
Producto 128,,,,,,,,,,,,,71875.895,3.5,,,,,,,71875.895,3.5,27 may 2022
Producto 23,,,82700.03,3.5,,,,,,,,,78909.355,3.5,,,,,,,161609.385,7,27 may 2022
Producto 104,,,,,,,,,,,,,34951.42000000001,3.5,,,,,,,34951.42000000001,3.5,27 may 2022
Producto 60,,,,,,,,,,,90052.40999999999,7,,,,,,,,,90052.40999999999,7,27 may 2022
Producto 228,,,,,,,,,,,110900.51,3.5,,,,,,,,,110900.51,3.5,27 may 2022
Producto 138,,,,,,,,,,,345590.245,3.5,,,,,,,,,345590.245,3.5,27 may 2022
Producto 246,,,,,,,,,,,14080.885,3.5,,,,,,,,,14080.885,3.5,27 may 2022
Producto 181,,,,,,,,,,,13182.33,3.5,,,,,,,,,13182.33,3.5,28 may 2022
Producto 3,,,,,,,,,,,20029.52,3.5,,,,,,,21031.01,3.5,41060.53,7,28 may 2022
Producto 26,,,,,,,,,,,54625.06,3.5,,,,,,,,,54625.06,3.5,28 may 2022
Producto 7,,,,,,,,,,,52897.215,10.5,,,,,22013.39,3.5,,,74910.605,14,28 may 2022
Producto 8,,,49212.415,7,,,,,,,127113.175,21,,,95514.405,14,,,24738.525,3.5,296578.52,45.5,28 may 2022
Producto 9,,,25645.935,3.5,,,,,83576.5,10.5,51456.265,7,,,25490.325,3.5,,,,,186169.025,24.5,28 may 2022
Producto 10,,,38754.625,3.5,,,,,69774.53,7,63114.73,7,66436.51000000001,7,,,37462.81,3.5,,,275543.205,28,28 may 2022
Producto 11,,,40622.05,7,,,,,,,66242.78499999999,24.5,,,10420.06,3.5,,,20311.025,7,137595.92,42,28 may 2022
Producto 12,,,,,,,,,22685.355,3.5,32940.705,7,,,26049.52,7,,,,,81675.58,17.5,28 may 2022
Producto 47,,,,,,,,,,,,,,,15087.73,3.5,,,,,15087.73,3.5,28 may 2022
Producto 13,,,0,0,,,,,,,31561.285,3.5,,,34487.355,7,,,,,66048.64,10.5,28 may 2022
Producto 68,,,11592.84,3.5,,,,,,,10316.81,3.5,,,,,,,,,21909.65,7,28 may 2022
Producto 27,,,,,,,,,,,22330,7,,,37821.56,10.5,,,,,60151.56,17.5,28 may 2022
Producto 28,,,,,,,,,20896.155,3.5,38189.48,7,,,36964.585,7,,,,,96050.22,17.5,28 may 2022
Producto 15,,,,,,,,,,,26513.935,3.5,,,,,,,,,26513.935,3.5,28 may 2022
Producto 30,,,,,,,,,,,51282.805,17.5,,,,,,,24850.63,7,76133.435,24.5,28 may 2022
Producto 16,,,85617.14,14,,,,,,,118691.93,24.5,,,52258.5,14,,,,,256567.57,52.5,28 may 2022
Producto 95,,,,,,,,,,,13618.465,3.5,,,,,,,,,13618.465,3.5,28 may 2022
Producto 31,,,34660.99,3.5,,,,,,,,,,,,,,,,,34660.99,3.5,28 may 2022
Producto 17,,,34742.785,3.5,,,,,,,,,,,,,,,,,34742.785,3.5,28 may 2022
Producto 18,,,,,,,,,,,,,,,31865.855,3.5,,,,,31865.855,3.5,28 may 2022
Producto 20,,,,,,,,,,,60692.66,3.5,,,,,,,,,60692.66,3.5,28 may 2022
Producto 79,,,,,,,,,,,,,,,,,,,27152.16,3.5,27152.16,3.5,28 may 2022
,,,20116.565,7,,,,,,,,,,,9555.35,3.5,,,,,29671.915,10.5,28 may 2022
,,,,,,,,,,,10922.625,3.5,12775,3.5,,,,,,,23697.625,7,28 may 2022
,,,,,,,,,,,,,14052.815,3.5,,,15056.72,3.5,,,29109.535,7,28 may 2022
Producto 21,,,5431.195,3.5,,,,,,,19962.32,14,,,4935.875,3.5,,,4935.875,3.5,35265.265,24.5,28 may 2022
Producto 64,,,6759.795,3.5,,,,,,,,,,,13199.41,7,,,,,19959.205,10.5,28 may 2022
Producto 202,,,,,,,,,,,,,8713.25,3.5,,,,,,,8713.25,3.5,28 may 2022
,,,26207.335,10.5,,,,,,,33375.93000000001,10.5,,,8602.545,3.5,,,14338.205,7,82524.015,31.5,28 may 2022
,,,54557.475,17.5,,,,,,,42495.635,14,,,,,,,,,97053.11,31.5,28 may 2022
,,,,,,,,,,,26096.665,3.5,,,,,,,,,26096.665,3.5,28 may 2022
Producto 91,,,20872.145,3.5,,,,,,,,,,,,,,,,,20872.145,3.5,28 may 2022
Producto 22,,,,,,,,,25712.19,3.5,,,,,,,,,,,25712.19,3.5,28 may 2022
Producto 101,,,24137.085,3.5,,,,,,,,,,,,,,,,,24137.085,3.5,28 may 2022
Producto 36,,,,,,,,,,,139586.825,14,,,36163.47,3.5,,,,,175750.295,17.5,28 may 2022
,,,,,,,,,,,75872.72,3.5,,,,,,,,,75872.72,3.5,28 may 2022
,,,,,,,,,,,85356.81,3.5,,,,,,,,,85356.81,3.5,28 may 2022
Producto 196,,,,,,,,,,,21941.15,3.5,,,,,,,,,21941.15,3.5,28 may 2022
Producto 247,,,,,,,,,,,20222.615,3.5,,,,,,,,,20222.615,3.5,28 may 2022
Producto 218,,,,,,,,,,,9169.404999999999,3.5,,,,,,,,,9169.404999999999,3.5,28 may 2022
Producto 248,,,,,,,,,,,9619.855000000001,3.5,,,,,,,,,9619.855000000001,3.5,28 may 2022
Producto 219,,,,,,,,,,,35801.71,7,,,,,,,,,35801.71,7,28 may 2022
Producto 41,,,27084.855,3.5,,,,,,,,,,,,,,,,,27084.855,3.5,28 may 2022
Producto 127,,,38229.94,3.5,,,,,,,,,,,,,,,,,38229.94,3.5,28 may 2022
Producto 75,,,,,,,,,,,,,52140.935,3.5,,,,,,,52140.935,3.5,28 may 2022
Producto 54,,,55712.825,3.5,,,,,,,57053.57,3.5,66729.32,3.5,,,,,,,179495.715,10.5,28 may 2022
Producto 128,,,,,,,,,,,,,,,,,,,71696.205,3.5,71696.205,3.5,28 may 2022
Producto 42,,,,,,,,,,,52018.645,3.5,,,,,,,,,52018.645,3.5,28 may 2022
Producto 151,,,,,,,,,,,,,,,56040.88,3.5,,,,,56040.88,3.5,28 may 2022
Producto 23,,,153202.7,7,,,,,,,171201.03,7,,,,,,,,,324403.73,14,28 may 2022
Producto 59,,,68439.91,7,,,,,,,,,,,,,,,,,68439.91,7,28 may 2022
Producto 60,,,,,,,,,,,49690.935,3.5,,,,,,,,,49690.935,3.5,28 may 2022
Producto 124,,,,,,,,,,,444317.685,3.5,,,,,,,,,444317.685,3.5,28 may 2022
Producto 249,,,,,,,,,,,97803.3,3.5,,,,,,,,,97803.3,3.5,28 may 2022
Producto 186,,,,,,,,,,,31864.98,3.5,,,,,,,,,31864.98,3.5,28 may 2022
Producto 193,,,,,,,,,,,40817.245,3.5,,,,,,,,,40817.245,3.5,28 may 2022
Producto 187,,,,,,,,,,,46432.785,3.5,,,,,,,,,46432.785,3.5,28 may 2022
Producto 81,,,,,,,,,,,7811.650000000001,3.5,,,,,,,,,7811.650000000001,3.5,29 may 2022
Producto 45,,,27337.59,3.5,,,,,,,,,,,,,,,,,27337.59,3.5,29 may 2022
Producto 2,,,18445.7,3.5,,,,,,,33377.96,7,,,,,,,,,51823.66,10.5,29 may 2022
Producto 3,,,,,,,,,,,20029.52,3.5,,,,,,,,,20029.52,3.5,29 may 2022
Producto 6,,,,,,,,,,,27965.56,3.5,,,,,,,,,27965.56,3.5,29 may 2022
Producto 7,,,,,,,,,,,166388.32,28,,,,,,,,,166388.32,28,29 may 2022
Producto 8,,,,,,,,,28418.145,3.5,25198.355,3.5,,,92868.58,14,24297.525,3.5,,,170782.605,24.5,29 may 2022
Producto 9,,,52322.27,7,,,,,,,139289.43,17.5,,,,,,,,,191611.7,24.5,29 may 2022
Producto 10,,,,,,,,,,,130003.405,14,36912.925,3.5,145523.63,14,,,,,312439.96,31.5,29 may 2022
Producto 11,,,10420.06,3.5,,,,,,,78884.47,31.5,,,0,3.5,,,,,89304.53,38.5,29 may 2022
Producto 12,,,14846.93,3.5,,,,,,,42423.43,10.5,,,22272.32,3.5,,,22342.635,7,101885.315,24.5,29 may 2022
Producto 13,,,19884.55,3.5,,,,,,,31561.285,3.5,,,,,,,,,51445.835,7,29 may 2022
Producto 68,,,,,,,,,,,,,,,10832.64,3.5,,,,,10832.64,3.5,29 may 2022
Producto 108,,,,,,,,,,,,,,,19119.8,3.5,,,19119.8,3.5,38239.6,7,29 may 2022
Producto 15,,,,,,,,,,,26513.935,3.5,,,,,,,,,26513.935,3.5,29 may 2022
Producto 30,,,24223.185,7,,,,,,,156012.885,52.5,,,,,,,,,180236.07,59.5,29 may 2022
Producto 16,,,71451.205,14,,,,,,,103760.265,28,,,,,,,26129.25,7,201340.72,49,29 may 2022
Producto 31,,,,,,,,,,,28223.965,7,,,,,,,,,28223.965,7,29 may 2022
Producto 17,,,,,,,,,,,22487.395,3.5,,,,,,,,,22487.395,3.5,29 may 2022
Producto 71,,,,,,,,,,,22117.06,3.5,,,,,,,,,22117.06,3.5,29 may 2022
Producto 18,,,,,,,,,,,30348.43,3.5,,,,,,,,,30348.43,3.5,29 may 2022
Producto 19,,,,,,,,,,,43244.67000000001,3.5,,,,,,,,,43244.67000000001,3.5,29 may 2022
Producto 20,,,,,,,,,,,57658.02,3.5,,,,,,,,,57658.02,3.5,29 may 2022
,,,,,,,,,11991.7,3.5,47050.15,17.5,,,,,,,,,59041.84999999999,21,29 may 2022
,,,,,,,,,,,43690.5,14,12775,3.5,,,,,,,56465.5,17.5,29 may 2022
,,,,,,,,,,,55781.565,10.5,,,,,,,,,55781.565,10.5,29 may 2022
Producto 21,6035.855,3.5,,,,,,,,,23504.145,17.5,,,,,,,4935.875,3.5,34475.875,24.5,29 may 2022
Producto 64,,,,,,,,,,,,,,,7115.605,3.5,,,,,7115.605,3.5,29 may 2022
,,,14338.205,7,,,,,,,28027.825,14,,,30269.54,7,,,,,72635.57,28,29 may 2022
,,,,,,,,,,,15171.485,3.5,,,,,,,9557.24,3.5,24728.725,7,29 may 2022
Producto 91,,,,,,,,,,,19875.17,3.5,,,24411.87,3.5,,,,,44287.04,7,29 may 2022
Producto 22,,,,,,,,,,,,,,,25172.385,3.5,,,,,25172.385,3.5,29 may 2022
Producto 176,,,,,,,,,,,88737.565,3.5,,,,,,,,,88737.565,3.5,29 may 2022
,,,,,,,,,,,75872.72,3.5,,,,,,,,,75872.72,3.5,29 may 2022
,,,,,,,,,,,89374.28499999999,3.5,,,,,,,,,89374.28499999999,3.5,29 may 2022
Producto 223,,,,,,,,,9252.144999999999,3.5,,,,,,,,,,,9252.144999999999,3.5,29 may 2022
Producto 180,,,,,,,,,18711.875,3.5,,,,,,,,,,,18711.875,3.5,29 may 2022
Producto 127,,,,,,,,,,,76941.375,7,,,,,,,,,76941.375,7,29 may 2022
Producto 75,,,,,,,,,,,44580.235,3.5,,,,,,,,,44580.235,3.5,29 may 2022
Producto 54,,,63059.185,3.5,,,,,,,57053.57,3.5,,,,,,,56910.945,3.5,177023.7,10.5,29 may 2022
Producto 128,,,,,,,,,,,,,,,143581.095,7,,,,,143581.095,7,29 may 2022
Producto 42,,,,,,,,,,,,,,,54175.52,3.5,,,,,54175.52,3.5,29 may 2022
Producto 43,,,,,,,,,,,177473.415,10.5,,,,,,,,,177473.415,10.5,29 may 2022
Producto 151,,,,,,,,,,,53372.27,3.5,,,,,,,,,53372.27,3.5,29 may 2022
Producto 23,,,,,,,,,,,78909.355,3.5,,,,,,,,,78909.355,3.5,29 may 2022
Producto 104,,,,,,,,,,,105242.62,10.5,,,,,,,,,105242.62,10.5,29 may 2022
Producto 60,,,52174.15,3.5,,,,,,,,,,,,,,,,,52174.15,3.5,29 may 2022
Producto 250,,,,,,,,,,,,,,,47760.02,3.5,,,,,47760.02,3.5,29 may 2022
Producto 251,,,,,,,,,,,,,68425,7,,,,,,,68425,7,29 may 2022
Producto 194,,,67001.76000000001,3.5,,,,,,,,,,,,,,,,,67001.76000000001,3.5,30 may 2022
Producto 6,,,,,,,,,,,,,,,30909.305,3.5,,,,,30909.305,3.5,30 may 2022
Producto 93,,,,,,,,,,,40280.73,3.5,,,,,,,,,40280.73,3.5,30 may 2022
Producto 7,,,,,,,,,,,16688.98,3.5,,,,,,,17523.415,3.5,34212.395,7,30 may 2022
Producto 8,,,26458.285,3.5,,,,,,,141362.795,21,,,21490.77,3.5,51152.71,7,22621.83,3.5,263086.39,38.5,30 may 2022
Producto 9,,,,,,,,,27378.505,3.5,109457.25,14,,,,,,,25490.325,3.5,162326.08,21,30 may 2022
Producto 10,,,33832.785,3.5,,,,,,,230219.815,24.5,36912.925,3.5,66270.47,7,,,,,367235.995,38.5,30 may 2022
Producto 11,,,,,,,,,,,33077.87,14,,,10420.06,3.5,,,17365.915,7,60863.84500000001,24.5,30 may 2022
Producto 12,,,35634.55,10.5,,,,,24425.765,3.5,21211.715,7,,,71766.38,14,,,22272.32,7,175310.73,42,30 may 2022
Producto 47,,,,,,,,,,,23928.03,3.5,,,,,,,,,23928.03,3.5,30 may 2022
Producto 13,,,,,,,,,,,36913.765,3.5,,,,,,,,,36913.765,3.5,30 may 2022
Producto 68,,,36108.835,10.5,,,,,,,,,,,,,,,,,36108.835,10.5,30 may 2022
Producto 27,,,,,,,,,,,11165,3.5,,,,,,,,,11165,3.5,30 may 2022
Producto 108,,,,,,,,,,,18209.345,3.5,,,,,,,,,18209.345,3.5,30 may 2022
Producto 28,,,21616.735,3.5,,,,,,,55791.645,10.5,,,,,,,,,77408.38,14,30 may 2022
Producto 29,,,22033.235,3.5,,,,,,,19147.66,3.5,19147.66,3.5,,,,,20105.015,3.5,80433.57,14,30 may 2022
Producto 30,19913.565,7,22648.71,7,,,,,,,50691.13,10.5,,,,,,,,,93253.405,24.5,30 may 2022
Producto 16,,,41064.345,7,,,,,,,73672.69,17.5,,,,,,,52258.5,14,166995.535,38.5,30 may 2022
Producto 31,,,,,,,,,,,28223.965,3.5,,,,,,,,,28223.965,3.5,30 may 2022
Producto 17,,,26265.085,3.5,,,,,,,39449.865,3.5,46142.67000000001,3.5,,,,,49708.96,7,161566.58,17.5,30 may 2022
Producto 252,,,,,,,,,,,9250.15,3.5,,,,,,,,,9250.15,3.5,30 may 2022
Producto 32,,,,,,,,,,,5551,3.5,,,,,,,,,5551,3.5,30 may 2022
Producto 48,,,,,,,,,,,,,,,8382.815,3.5,,,,,8382.815,3.5,30 may 2022
Producto 253,,,,,,,,,11021.465,3.5,,,,,,,,,,,11021.465,3.5,30 may 2022
Producto 72,,,,,,,,,,,27958.315,3.5,,,,,,,,,27958.315,3.5,30 may 2022
Producto 134,,,,,,,,,,,,,,,40998.51,3.5,,,,,40998.51,3.5,30 may 2022
Producto 63,,,,,,,,,,,,,,,36203.895,3.5,,,,,36203.895,3.5,30 may 2022
,,,,,,,,,,,34620.25,10.5,,,13414.66,3.5,,,,,48034.91,14,30 may 2022
,,,,,,,,,,,26700.38,7,,,,,,,,,26700.38,7,30 may 2022
,,,,,,,,,,,,,,,21612.5,3.5,,,,,21612.5,3.5,30 may 2022
Producto 254,,,35138.81,3.5,,,,,,,,,,,,,,,,,35138.81,3.5,30 may 2022
Producto 21,4827.025000000001,3.5,,,,,,,,,4700.815,3.5,,,11545.87,7,,,,,21073.71,14,30 may 2022
Producto 64,,,,,,,,,,,,,,,6083.805,3.5,,,,,6083.805,3.5,30 may 2022
,,,31108.035,14,8602.545,3.5,,,,,39598.265,17.5,,,22940.75,10.5,,,,,102249.595,45.5,30 may 2022
,,,10575.565,3.5,,,,,,,30342.97,10.5,,,,,,,,,40918.535,14,30 may 2022
,,,16440.48,3.5,,,,,,,,,,,,,,,,,16440.48,3.5,30 may 2022
Producto 96,,,,,,,,,,,,,,,64689.31,3.5,,,,,64689.31,3.5,30 may 2022
Producto 22,,,,,,,,,,,23971.01,3.5,,,25172.385,3.5,,,,,49143.395,7,30 may 2022
Producto 50,29256.71,3.5,,,,,,,,,,,,,,,,,,,29256.71,3.5,30 may 2022
Producto 36,,,,,,,,,,,34441.4,3.5,,,,,,,,,34441.4,3.5,30 may 2022
,,,,,,,,,,,,,,,79666.37,3.5,,,,,79666.37,3.5,30 may 2022
Producto 51,,,,,,,,,,,,,,,,,45802.12,3.5,,,45802.12,3.5,30 may 2022
Producto 255,,,,,,,,,,,31889.235,3.5,,,,,,,,,31889.235,3.5,30 may 2022
Producto 127,,,,,,,,,,,,,,,41107.43,3.5,,,,,41107.43,3.5,30 may 2022
Producto 75,,,,,,,,,,,46926.565,3.5,52140.935,3.5,46809.245,3.5,,,,,145876.745,10.5,30 may 2022
Producto 54,57053.57,3.5,,,,,,,,,57053.57,3.5,,,,,,,,,114107.14,7,30 may 2022
Producto 256,,,,,,,,,,,,,,,48433.84,3.5,,,,,48433.84,3.5,30 may 2022
Producto 76,,,,,,,,,,,63887.39,3.5,,,,,,,,,63887.39,3.5,30 may 2022
Producto 257,,,,,,,,,,,76475.665,7,,,,,,,,,76475.665,7,30 may 2022
Producto 42,107300.97,7,,,,,,,,,,,,,,,,,,,107300.97,7,30 may 2022
Producto 43,,,,,,,,,,,,,,,,,,,57516.935,3.5,57516.935,3.5,30 may 2022
Producto 23,,,,,,,,,,,68021.66,3.5,,,71422.75,3.5,76713.315,3.5,,,216157.725,10.5,30 may 2022
Producto 178,,,,,,,,,,,191201.605,3.5,,,,,,,,,191201.605,3.5,30 may 2022
Producto 57,,,,,,,,,,,,,,,,,184136.435,3.5,,,184136.435,3.5,30 may 2022
Producto 113,,,,,,,,,,,7893.095,7,,,,,,,,,7893.095,7,30 may 2022
Producto 59,,,,,,,,,,,30043.685,3.5,,,,,,,,,30043.685,3.5,30 may 2022
Producto 60,,,42391.825,3.5,,,,,,,42485.765,3.5,,,,,,,,,84877.59000000001,7,30 may 2022
Producto 186,,,39133.605,3.5,,,,,,,28997.115,3.5,,,,,,,33459.23,3.5,101589.95,10.5,30 may 2022
Producto 81,,,,,,,,,,,,,,,,,,,8202.215,3.5,8202.215,3.5,31 may 2022
Producto 1,,,,,,,,,,,12775.7,3.5,,,,,,,,,12775.7,3.5,31 may 2022
Producto 208,,,,,,,,,,,26700.31,7,,,,,,,,,26700.31,7,31 may 2022
Producto 25,,,,,,,,,,,31076.71,7,,,,,,,,,31076.71,7,31 may 2022
Producto 3,,,,,,,,,,,,,23425.85,3.5,,,,,22162.525,3.5,45588.37500000001,7,31 may 2022
Producto 5,,,,,,,,,,,22760.535,3.5,,,,,,,,,22760.535,3.5,31 may 2022
Producto 6,,,,,,,,,,,29437.45,3.5,,,,,,,,,29437.45,3.5,31 may 2022
Producto 93,,,,,,,,,,,,,,,39500.615,3.5,,,,,39500.615,3.5,31 may 2022
Producto 77,,,,,,,,,,,43247.75,3.5,,,,,,,,,43247.75,3.5,31 may 2022
Producto 7,,,,,,,,,,,80107.055,17.5,,,40990.425,7,,,17523.415,3.5,138620.895,28,31 may 2022
Producto 8,21544.6,3.5,26458.285,3.5,,,,,,,71941.31,10.5,21419.65,3.5,23812.46,3.5,,,45243.66,7,210419.965,31.5,31 may 2022
Producto 9,,,33912.27,3.5,,,,,,,101989.755,14,28395.255,3.5,25490.325,3.5,60841.13,7,25490.325,3.5,276119.06,35,31 may 2022
Producto 10,,,,,,,,,,,173262.845,17.5,70129.29,7,38754.625,3.5,41625.325,3.5,,,323772.085,31.5,31 may 2022
Producto 11,,,40151.825,14,,,,,,,147018.165,52.5,,,,,,,14761.005,7,201930.995,73.5,31 may 2022
Producto 12,,,46468.625,14,,,,,15443.12,3.5,56244.965,17.5,21211.715,7,44544.64,7,,,22384.845,7,206297.91,56,31 may 2022
Producto 47,,,,,,,,,,,25187.4,7,,,,,,,,,25187.4,7,31 may 2022
Producto 13,,,21721.84,3.5,,,,,,,,,,,,,,,,,21721.84,3.5,31 may 2022
Producto 68,,,,,,,,,,,,,12065.935,3.5,,,,,,,12065.935,3.5,31 may 2022
Producto 27,,,,,,,,,,,,,,,24063.515,7,,,,,24063.515,7,31 may 2022
Producto 108,,,,,,,,,,,,,20232.625,3.5,,,,,19139.925,3.5,39372.55,7,31 may 2022
Producto 212,,,,,,,,,,,12560.765,3.5,,,,,,,,,12560.765,3.5,31 may 2022
Producto 28,,,,,,,,,,,,,17602.165,3.5,18482.31,3.5,19851.335,3.5,,,55935.81,10.5,31 may 2022
Producto 29,,,,,,,,,,,19147.66,3.5,,,,,,,,,19147.66,3.5,31 may 2022
Producto 15,,,,,,,,,,,29459.885,3.5,,,26447.645,3.5,,,,,55907.53,7,31 may 2022
Producto 30,,,,,,,,,,,104678.945,35,23072.84,7,,,,,20710.83,7,148462.615,49,31 may 2022
Producto 16,,,29032.5,7,,,,,,,29863.33,7,29104.32,3.5,30560.53,7,,,50429.435,7,168990.115,31.5,31 may 2022
Producto 95,,,,,,,,,,,13618.465,3.5,,,,,,,,,13618.465,3.5,31 may 2022
Producto 31,,,34660.99,7,,,,,22338.155,3.5,62629.175,10.5,,,,,,,,,119628.32,21,31 may 2022
Producto 17,,,,,,,,,,,22456.665,3.5,,,41422.36,3.5,,,,,63879.02500000001,7,31 may 2022
Producto 71,,,,,,,,,,,,,25869.83,3.5,,,,,,,25869.83,3.5,31 may 2022
Producto 134,,,,,,,,,,,30046.065,3.5,,,,,,,,,30046.065,3.5,31 may 2022
,,,10058.265,3.5,,,,,12003.705,3.5,27783,10.5,,,,,,,,,49844.97,17.5,31 may 2022
,,,,,,,,,,,21845.25,7,,,,,,,,,21845.25,7,31 may 2022
,,,,,,,,,,,,,15614.235,3.5,,,,,,,15614.235,3.5,31 may 2022
,,,,,,,,,,,35197.96,7,,,,,,,,,35197.96,7,31 may 2022
Producto 236,,,17391.395,3.5,,,,,,,,,,,,,,,,,17391.395,3.5,31 may 2022
Producto 258,,,16082.115,3.5,,,,,,,,,,,,,,,,,16082.115,3.5,31 may 2022
Producto 21,,,23554.58,17.5,,,,,,,68203.345,49,,,4935.875,3.5,,,,,96693.8,70,31 may 2022
Producto 64,,,,,,,,,,,,,,,6083.805,3.5,,,,,6083.805,3.5,31 may 2022
,,,71140.405,21,,,,,,,72105.705,31.5,,,,,,,,,143246.11,52.5,31 may 2022
,,,,,,,,,,,69031.02500000001,21,,,10060.225,3.5,,,15929.935,7,95021.185,31.5,31 may 2022
Producto 210,,,,,,,,,27869.45,7,,,,,,,,,,,27869.45,7,31 may 2022
Producto 91,,,,,,,,,,,,,,,,,,,19325.53,3.5,19325.53,3.5,31 may 2022
Producto 172,,,,,,,,,,,15811.25,3.5,,,,,,,,,15811.25,3.5,31 may 2022
Producto 22,,,,,,,,,,,46748.765,7,,,,,,,48529.53,7,95278.295,14,31 may 2022
Producto 215,,,19960.605,3.5,,,,,,,,,,,,,,,,,19960.605,3.5,31 may 2022
Producto 50,,,,,,,,,,,,,,,,,,,29214.185,3.5,29214.185,3.5,31 may 2022
Producto 101,,,,,,,,,,,24891.93,3.5,,,,,,,,,24891.93,3.5,31 may 2022
Producto 36,,,,,,,,,,,,,34441.4,3.5,,,,,42296.45,3.5,76737.84999999999,7,31 may 2022
Producto 117,,,,,,,,,,,38203.41,3.5,,,,,,,,,38203.41,3.5,31 may 2022
Producto 176,,,,,,,,,,,,,88740.085,3.5,,,,,,,88740.085,3.5,31 may 2022
Producto 196,,,,,,,,,,,,,,,23038.19,3.5,,,,,23038.19,3.5,31 may 2022
Producto 51,,,,,,,,,,,49691.67000000001,3.5,,,,,47915.21,3.5,,,97606.88,7,31 may 2022
Producto 112,,,16992.78,3.5,,,,,,,,,,,,,,,,,16992.78,3.5,31 may 2022
Producto 41,,,,,,,,,,,25784.57,3.5,,,,,,,,,25784.57,3.5,31 may 2022
Producto 127,,,,,,,,,,,126149.8,10.5,,,164429.72,14,,,,,290579.52,24.5,31 may 2022
Producto 75,,,,,,,,,,,41459.6,3.5,,,,,,,,,41459.6,3.5,31 may 2022
Producto 54,,,,,,,,,,,110113.395,7,133458.64,7,,,,,,,243572.035,14,31 may 2022
Producto 128,,,,,,,,,,,68282.095,3.5,,,,,,,,,68282.095,3.5,31 may 2022
Producto 259,,,,,,,,,,,57182.405,3.5,,,,,,,,,57182.405,3.5,31 may 2022
Producto 42,,,,,,,,,,,,,,,60194.995,3.5,,,,,60194.995,3.5,31 may 2022
Producto 43,,,,,,,,,65028.88,3.5,,,,,,,,,,,65028.88,3.5,31 may 2022
Producto 151,,,,,,,,,,,53372.27,3.5,,,,,,,65544.88500000001,3.5,118917.155,7,31 may 2022
Producto 23,,,135703.19,7,,,,,76713.315,3.5,156912.28,7,,,,,,,82854.835,3.5,452183.62,21,31 may 2022
Producto 57,,,126363.055,3.5,,,,,,,,,,,,,,,,,126363.055,3.5,31 may 2022
Producto 59,,,31545.08,3.5,,,,,,,,,,,,,,,,,31545.08,3.5,31 may 2022
Producto 104,,,40778.01,3.5,,,,,,,,,,,,,,,,,40778.01,3.5,31 may 2022
Producto 186,,,39133.605,3.5,,,,,,,,,,,,,,,,,39133.605,3.5,31 may 2022
Producto 241,,,,,,,,,,,,,15964.515,3.5,,,,,,,15964.515,3.5,31 may 2022
Producto 45,,,,,,,,,,,43657.705,7,,,,,,,,,43657.705,7,01 jun 2022
Producto 194,,,,,,,,,,,44085.405,3.5,,,,,,,,,44085.405,3.5,01 jun 2022
Producto 26,,,,,,,,,,,,,,,49443.38,3.5,,,,,49443.38,3.5,01 jun 2022
Producto 7,,,17523.415,3.5,,,,,,,19724.04,3.5,,,,,,,,,37247.455,7,01 jun 2022
Producto 8,,,49394.59,7,,,,,,,,,25200,3.5,25798.605,3.5,,,,,100393.195,14,01 jun 2022
Producto 9,,,,,,,,,29943.76,3.5,82334.105,10.5,,,,,31798.375,3.5,,,144076.24,17.5,01 jun 2022
Producto 10,,,,,,,,,39489.555,3.5,36417.43,3.5,,,,,,,,,75906.985,7,01 jun 2022
Producto 11,,,,,,,,,,,,,17120.145,7,29898.12,10.5,19127.5,7,,,66145.765,24.5,01 jun 2022
